Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
10294,5257536214,Danbidwell (14/20),0,89.78001,DST 49ers  FLEX Pat Bryant QB Brock Purdy RB Christian McCaffrey RB Kaelon Black TE Dallas Goedert WR Mike Evans WR Emeka Egbuka WR Deebo Samuel Sr.,,,
10294,5257536229,Danbidwell (15/20),0,89.78001,DST 49ers  FLEX Pat Bryant QB Brock Purdy RB Christian McCaffrey RB Kaelon Black TE Dallas Goedert WR Mike Evans WR Emeka Egbuka WR Deebo Samuel Sr.,,,
10294,5257536242,Danbidwell (16/20),0,89.78001,DST 49ers  FLEX Pat Bryant QB Brock Purdy RB Christian McCaffrey RB Kaelon Black TE Dallas Goedert WR Mike Evans WR Emeka Egbuka WR Deebo Samuel Sr.,,,
10294,5257536246,Danbidwell (17/20),0,89.78001,DST 49ers  FLEX Pat Bryant QB Brock Purdy RB Christian McCaffrey RB Kaelon Black TE Dallas Goedert WR Mike Evans WR Emeka Egbuka WR Deebo Samuel Sr.,,,
10294,5257536251,Danbidwell (18/20),0,89.78001,DST 49ers  FLEX Pat Bryant QB Brock Purdy RB Christian McCaffrey RB Kaelon Black TE Dallas Goedert WR Mike Evans WR Emeka Egbuka WR Deebo Samuel Sr.,,,
10294,5257536272,Danbidwell (19/20),0,89.78001,DST 49ers  FLEX Pat Bryant QB Brock Purdy RB Christian McCaffrey RB Kaelon Black TE Dallas Goedert WR Mike Evans WR Emeka Egbuka WR Deebo Samuel Sr.,,,
10294,5257536283,Danbidwell (20/20),0,89.78001,DST 49ers  FLEX Pat Bryant QB Brock Purdy RB Christian McCaffrey RB Kaelon Black TE Dallas Goedert WR Mike Evans WR Emeka Egbuka WR Deebo Samuel Sr.,,,
10294,5262946811,Da-king,0,89.78001,DST Buccaneers  FLEX Mack Hollins QB Baker Mayfield RB Breece Hall RB Bucky Irving TE Juwan Johnson WR Justin Jefferson WR George Pickens WR Tee Higgins,,,
10294,5263712119,fantasygirlxlv87 (2/2),0,89.78001,DST Falcons  FLEX Derrick Henry QB Brock Purdy RB Bijan Robinson RB Aaron Jones Sr. TE Colston Loveland WR Chris Godwin Jr. WR Deebo Samuel Sr. WR Jayden Reed,,,
10294,5262583759,Btapper,0,89.78,DST Steelers  FLEX Ashton Jeanty QB Tyler Shough RB Javonte Williams RB Jadarian Price TE Trey McBride WR Ladd McConkey WR DK Metcalf WR Jakobi Meyers,,,
10294,5262911164,ChillRick,0,89.78,DST 49ers  FLEX Xavier Hutchinson QB Baker Mayfield RB Christian McCaffrey RB Rhamondre Stevenson TE Dallas Goedert WR Emeka Egbuka WR Christian Watson WR Drake London,,,
10318,5258058365,currie74,0,89.76,DST Raiders  FLEX DK Metcalf QB Jalen Hurts RB Bijan Robinson RB David Montgomery TE Dallas Goedert WR Rome Odunze WR Stefon Diggs WR Terry McLaurin,,,
10319,5263409731,harveynuts (2/3),0,89.740005,DST Jaguars  FLEX Breece Hall QB Jayden Daniels RB Bijan Robinson RB Javonte Williams TE Mark Andrews WR Luther Burden III WR Terry McLaurin WR Jalen Coker,,,
10320,5262162031,jdherg66,0,89.72,DST Seahawks  FLEX Christian McCaffrey QB Carson Wentz RB Bijan Robinson RB Aaron Jones Sr. TE Cole Kmet WR Justin Jefferson WR Rome Odunze WR Dontayvion Wicks,,,
10321,5261264830,coldethle (2/2),0,89.68001,DST Jets  FLEX David Montgomery QB Baker Mayfield RB Bijan Robinson RB Christian McCaffrey TE David Njoku WR Emeka Egbuka WR Chris Godwin Jr. WR Devaughn Vele,,,
10321,5263649817,bsill62 (1/3),0,89.68,DST Steelers  FLEX Derrick Henry QB Baker Mayfield RB David Montgomery RB Jacory Croskey-Merritt TE Mike Gesicki WR Justin Jefferson WR Emeka Egbuka WR Rashod Bateman,,,
10321,5263649884,bsill62 (2/3),0,89.68,DST Steelers  FLEX Derrick Henry QB Baker Mayfield RB David Montgomery RB Jacory Croskey-Merritt TE Mike Gesicki WR Justin Jefferson WR Emeka Egbuka WR Rashod Bateman,,,
10321,5263656482,bsill62 (3/3),0,89.68,DST Steelers  FLEX Derrick Henry QB Baker Mayfield RB David Montgomery RB Jacory Croskey-Merritt TE Mike Gesicki WR Justin Jefferson WR Emeka Egbuka WR Rashod Bateman,,,
10325,5263862279,kro13,0,89.64,DST Eagles  FLEX Ashton Jeanty QB Jayden Daniels RB Travis Etienne Jr. RB Chuba Hubbard TE Dallas Goedert WR Parker Washington WR Rome Odunze WR Jalen Coker,,,
10326,5263142674,MrRychB (1/6),0,89.62,DST Eagles  FLEX Trey McBride QB Caleb Williams RB Christian McCaffrey RB Jadarian Price TE George Kittle WR Terry McLaurin WR Quentin Johnston WR Mack Hollins,,,
10327,5261948962,jvosberg,0,89.600006,DST Buccaneers  FLEX Bijan Robinson QB Jordan Love RB Chuba Hubbard RB Bhayshul Tuten TE Mark Andrews WR Christian Watson WR DK Metcalf WR Quentin Johnston,,,
10328,5263820809,5BALLER (1/2),0,89.58,DST Eagles  FLEX Bijan Robinson QB Joe Burrow RB Derrick Henry RB Jacory Croskey-Merritt TE Mike Gesicki WR Ja'Marr Chase WR Jaylin Noel WR Caleb Douglas,,,
10329,5262706891,Jonester,0,89.53999,DST Jaguars  FLEX De'Von Achane QB Jayden Daniels RB Bijan Robinson RB Derrick Henry TE Kenyon Sadiq WR Drake London WR Carnell Tate WR Dontayvion Wicks,,,
10329,5262961844,SSnider23,0,89.53999,DST Buccaneers  FLEX Chase Brown QB Jayden Daniels RB Javonte Williams RB Jeremiyah Love TE Jake Ferguson WR George Pickens WR Chris Godwin Jr. WR Terry McLaurin,,,
10331,5263203001,lilnicky0816,0,89.52,DST Jets  FLEX Evan Engram QB Caleb Williams RB Saquon Barkley RB Bucky Irving TE Kyle Pitts Sr. WR Ja'Marr Chase WR Emeka Egbuka WR Parker Washington,,,
10332,5263704226,jdaddy36,0,89.5,DST Jaguars  FLEX Tucker Kraft QB Lamar Jackson RB Ashton Jeanty RB Chuba Hubbard TE Michael Mayer WR Justin Jefferson WR Christian Watson WR Jalen Coker,,,
10333,5262099642,5lorc5,0,89.46,DST Eagles  FLEX Kaleb Johnson QB Jalen Hurts RB Saquon Barkley RB Breece Hall TE Mark Andrews WR Ja'Marr Chase WR DK Metcalf WR Jakobi Meyers,,,
10333,5262226733,pfanbel,0,89.46,DST Seahawks  FLEX Evan Engram QB Jalen Hurts RB Derrick Henry RB David Montgomery TE Dallas Goedert WR Mike Evans WR Christian Watson WR Jalen Coker,,,
10333,5263478810,donkey33,0,89.46,DST Buccaneers  FLEX Breece Hall QB Trevor Lawrence RB Bijan Robinson RB Derrick Henry TE Michael Mayer WR Mike Evans WR Jalen Coker WR Kalif Raymond,,,
10336,5263053457,mikefru,0,89.42,DST 49ers  FLEX Christian McCaffrey QB Carson Wentz RB David Montgomery RB Kenny Gainwell TE Juwan Johnson WR Mike Evans WR George Pickens WR Jalen Coker,,,
10337,5259895548,HeadHunter57,0,89.40001,DST Cowboys  FLEX Matthew Golden QB Lamar Jackson RB Christian McCaffrey RB Salvon Ahmed TE Colston Loveland WR DeVonta Smith WR Luther Burden III WR Scotty Miller,,,
10338,5263020427,kmckenna68 (1/2),0,89.380005,DST Bengals  FLEX Ashton Jeanty QB Baker Mayfield RB Breece Hall RB Bucky Irving TE Dallas Goedert WR Mike Evans WR Christian Watson WR Jakobi Meyers,,,
10338,5263286816,dolfanboy,0,89.380005,DST Jaguars  FLEX Deebo Samuel Sr. QB Baker Mayfield RB Christian McCaffrey RB Ashton Jeanty TE Pat Freiermuth WR Justin Jefferson WR Ladd McConkey WR Devaughn Vele,,,
10340,5260197144,pancakes.11,0,89.34,DST Steelers  FLEX Ja'Marr Chase QB Jayden Daniels RB Saquon Barkley RB David Montgomery TE Mike Gesicki WR Christian Watson WR Luther Burden III WR Dontayvion Wicks,,,
10341,5261988887,Longball22,0,89.32001,DST Jaguars  FLEX Omarion Hampton QB Carson Wentz RB Ashton Jeanty RB D'Andre Swift TE Juwan Johnson WR Justin Jefferson WR Mike Evans WR Matthew Golden,,,
10341,5262926631,mauled,0,89.32,DST Seahawks  FLEX Jaxon Smith-Njigba QB Caleb Williams RB David Montgomery RB Kyle Monangai TE Dallas Goedert WR Luther Burden III WR Wan'Dale Robinson WR Antonio Williams,,,
10341,5256931933,Avenue_JuiceLX,0,89.31999,DST Jaguars  FLEX D'Andre Swift QB Caleb Williams RB David Montgomery RB Breece Hall TE Kenyon Sadiq WR Chris Olave WR Luther Burden III WR Romeo Doubs,,,
10344,5256534919,bigbill72 (1/2),0,89.299995,DST Buccaneers  FLEX Derrick Henry QB Jordan Love RB Bijan Robinson RB Christian McCaffrey TE Mike Gesicki WR Christian Watson WR Demarcus Robinson WR Chris Moore,,,
10344,5260328520,lancelane13 (2/3),0,89.299995,DST Jaguars  FLEX Chuba Hubbard QB Lamar Jackson RB Ashton Jeanty RB Aaron Jones Sr. TE Juwan Johnson WR Justin Jefferson WR Luther Burden III WR Terry McLaurin,,,
10346,5262779286,FEBRBlackSheep,0,89.240005,DST Buccaneers  FLEX Jalen Coker QB Jayden Daniels RB David Montgomery RB Breece Hall TE Dallas Goedert WR Christian Watson WR Parker Washington WR Terry McLaurin,,,
10347,5263766266,Delp61,0,89.22,DST Patriots  FLEX Bijan Robinson QB Caleb Williams RB Javonte Williams RB Breece Hall TE Tucker Kraft WR Luther Burden III WR Matthew Golden WR Kayshon Boutte,,,
10348,5262981714,Capt.Curt66,0,89.2,DST Chargers  FLEX David Montgomery QB Lamar Jackson RB Bijan Robinson RB Christian McCaffrey TE Hunter Henry WR Matthew Golden WR Devaughn Vele WR Kendrick Bourne,,,
10349,5263877143,jrgioffe (2/2),0,89.18,DST Ravens  FLEX Christian Watson QB Baker Mayfield RB Christian McCaffrey RB Ashton Jeanty TE Harold Fannin Jr. WR Justin Jefferson WR Cooper Kupp WR Kendrick Bourne,,,
10350,5262093031,eskimotears,0,89.16,DST Jaguars  FLEX D'Andre Swift QB Trevor Lawrence RB Derrick Henry RB Saquon Barkley TE Michael Mayer WR George Pickens WR Tee Higgins WR Jalen Coker,,,
10351,5262885186,hot2trot,0,89.12,DST Bears  FLEX Chuba Hubbard QB Caleb Williams RB Bijan Robinson RB Bucky Irving TE Michael Mayer WR Luther Burden III WR Chris Godwin Jr. WR Jalen Coker,,,
10351,5260765195,Knowshot5467,0,89.119995,DST Buccaneers  FLEX Breece Hall QB Caleb Williams RB David Montgomery RB Bhayshul Tuten TE Trey McBride WR Luther Burden III WR Jalen Coker WR Xavier Hutchinson,,,
10351,5261162448,papawoody,0,89.119995,DST 49ers  FLEX Rhamondre Stevenson QB Bo Nix RB Bucky Irving RB Jacory Croskey-Merritt TE Darren Waller WR Justin Jefferson WR Emeka Egbuka WR Courtland Sutton,,,
10354,5263052027,DefenseDefense,0,89.1,DST Raiders  FLEX Aaron Jones Sr. QB Jordan Love RB Ashton Jeanty RB David Montgomery TE Juwan Johnson WR Justin Jefferson WR Christian Watson WR Wan'Dale Robinson,,,
10355,5263171311,Jbrewski,0,89.08,DST Eagles  FLEX Matthew Golden QB Baker Mayfield RB Bijan Robinson RB Aaron Jones Sr. TE Mark Andrews WR Emeka Egbuka WR George Pickens WR Rome Odunze,,,
10356,5263109157,dannyr33,0,89.020004,DST 49ers  FLEX Mike Evans QB C.J. Stroud RB Derrick Henry RB Bucky Irving TE Dallas Goedert WR Rome Odunze WR Deebo Samuel Sr. WR DK Metcalf,,,
10356,5263480555,ryan2190,0,89.020004,DST Ravens  FLEX D'Andre Swift QB Carson Wentz RB Bijan Robinson RB Rhamondre Stevenson TE Michael Mayer WR Justin Jefferson WR Tee Higgins WR Rashod Bateman,,,
10356,5262742379,shorte2333 (2/2),0,89.02,DST Eagles  FLEX Juwan Johnson QB Caleb Williams RB Bijan Robinson RB Bucky Irving TE Mark Andrews WR Emeka Egbuka WR George Pickens WR Devaughn Vele,,,
10359,5260370245,colecolby1321,0,89.00001,DST Eagles  FLEX Derrick Henry QB Lamar Jackson RB Kyle Monangai RB MarShawn Lloyd TE Cade Otton WR Emeka Egbuka WR Jalen Coker WR Jayden Reed,,,
10359,5260946478,littlegoat15,0,89.00001,DST Steelers  FLEX Derrick Henry QB Lamar Jackson RB David Montgomery RB D'Andre Swift TE Mark Andrews WR Justin Jefferson WR Matthew Golden WR John Metchie III,,,
10359,5260030979,bgreen46,0,89,DST 49ers  FLEX Jeremiyah Love QB Lamar Jackson RB D'Andre Swift RB Jadarian Price TE Tucker Kraft WR Chris Godwin Jr. WR Michael Wilson WR Stefon Diggs,,,
10362,5262967498,only4u2c,0,88.979996,DST Buccaneers  FLEX Bucky Irving QB Justin Herbert RB Ashton Jeanty RB Aaron Jones Sr. TE T.J. Hockenson WR Emeka Egbuka WR George Pickens WR Christian Watson,,,
10362,5263710751,chisportsfan (2/2),0,88.979996,DST Bears  FLEX Chase Brown QB Tyler Shough RB Saquon Barkley RB Jadarian Price TE Harold Fannin Jr. WR Mike Evans WR Christian Watson WR Deebo Samuel Sr.,,,
10364,5263268275,austin.jamtgaard,0,88.920006,DST Eagles  FLEX Aaron Jones Sr. QB Caleb Williams RB Bijan Robinson RB Ashton Jeanty TE T.J. Hockenson WR Garrett Wilson WR Rome Odunze WR Dontayvion Wicks,,,
10364,5263768873,Nexus8,0,88.920006,DST Buccaneers  FLEX Jaylen Warren QB Carson Wentz RB Derrick Henry RB Bucky Irving TE Mark Andrews WR Justin Jefferson WR Luther Burden III WR Jalen Coker,,,
10364,5261757633,sarahwilcox859,0,88.92,DST 49ers  FLEX Jalen Nailor QB Caleb Williams RB Ashton Jeanty RB D'Andre Swift TE Brenton Strange WR Jaylen Waddle WR Emeka Egbuka WR Rome Odunze,,,
10367,5263607535,jrcrews (1/4),0,88.86001,DST 49ers  FLEX Caleb Douglas QB Dak Prescott RB Bijan Robinson RB Javonte Williams TE Colston Loveland WR George Pickens WR Terry McLaurin WR Matthew Golden,,,
10368,5263595162,stpaul718,0,88.8,DST Seahawks  FLEX Caleb Douglas QB Lamar Jackson RB David Montgomery RB Chuba Hubbard TE Mark Andrews WR Mike Evans WR Christian Watson WR Drake London,,,
10369,5259159351,Simonsjt (1/2),0,88.78001,DST Buccaneers  FLEX Javonte Williams QB Brock Purdy RB Bijan Robinson RB Christian McCaffrey TE Michael Mayer WR Terry McLaurin WR Quentin Johnston WR DeMario Douglas,,,
10369,5262958532,draesala10,0,88.78001,DST Buccaneers  FLEX Saquon Barkley QB Baker Mayfield RB Bucky Irving RB Aaron Jones Sr. TE Mark Andrews WR Emeka Egbuka WR Christian Watson WR Chris Godwin Jr.,,,
10371,5263826602,clintburden14,0,88.76001,DST Eagles  FLEX Jakobi Meyers QB Jalen Hurts RB Bijan Robinson RB Jacory Croskey-Merritt TE Dallas Goedert WR DeVonta Smith WR Quentin Johnston WR Dontayvion Wicks,,,
10371,5263787644,Corey.C,0,88.76,DST 49ers  FLEX Tucker Kraft QB Dak Prescott RB De'Von Achane RB Jeremiyah Love TE Dallas Goedert WR George Pickens WR Deebo Samuel Sr. WR Matthew Golden,,,
10373,5262797533,maxmclaughlin21 (3/4),0,88.72001,DST Jaguars  FLEX David Montgomery QB Carson Wentz RB Bijan Robinson RB Christian McCaffrey TE T.J. Hockenson WR Drake London WR Garrett Wilson WR Matthew Golden,,,
10374,5260101433,AK_BABA,0,88.7,DST 49ers  FLEX Quentin Johnston QB Lamar Jackson RB Derrick Henry RB Saquon Barkley TE Evan Engram WR George Pickens WR Rome Odunze WR Rashod Bateman,,,
10374,5263615736,Idaho32,0,88.7,DST Cardinals  FLEX Justin Jefferson QB Jordan Love RB Bijan Robinson RB MarShawn Lloyd TE Tucker Kraft WR Garrett Wilson WR Parker Washington WR Xavier Hutchinson,,,
10376,5262000664,Taloonia,0,88.68001,DST Broncos  FLEX Bijan Robinson QB Baker Mayfield RB Ashton Jeanty RB David Montgomery TE T.J. Hockenson WR Emeka Egbuka WR Stefon Diggs WR Jakobi Meyers,,,
10376,5262102205,CHICAGORAGE,0,88.68,DST Jaguars  FLEX Derrick Henry QB Joe Burrow RB Bijan Robinson RB Jacory Croskey-Merritt TE Mark Andrews WR Emeka Egbuka WR Terry McLaurin WR Kayshon Boutte,,,
10376,5262924033,plong52,0,88.68,DST 49ers  FLEX Saquon Barkley QB Baker Mayfield RB D'Andre Swift RB Jacory Croskey-Merritt TE Trey McBride WR Emeka Egbuka WR Dontayvion Wicks WR Cooper Kupp,,,
10379,5260601242,vdub2525,0,88.66,DST Broncos  FLEX George Pickens QB Trevor Lawrence RB Derrick Henry RB J.K. Dobbins TE Colston Loveland WR Jaylen Waddle WR Tee Higgins WR Chris Moore,,,
10380,5257557082,Brumtch64,0,88.54001,DST Raiders  FLEX Tyler Allgeier QB Jayden Daniels RB Derrick Henry RB Ashton Jeanty TE Dallas Goedert WR Justin Jefferson WR Jalen Coker WR Antonio Williams,,,
10380,5263103105,Balzak317,0,88.54,DST Jaguars  FLEX Carnell Tate QB Jayden Daniels RB Bijan Robinson RB Christian McCaffrey TE Harold Fannin Jr. WR Rome Odunze WR Terry McLaurin WR DK Metcalf,,,
10382,5259696797,vikespack2015,0,88.520004,DST Vikings  FLEX T.J. Hockenson QB Carson Wentz RB Derrick Henry RB Aaron Jones Sr. TE Dallas Goedert WR Justin Jefferson WR Christian Watson WR Jordan Addison,,,
10382,5263856428,JERKER19 (2/6),0,88.520004,DST 49ers  FLEX Christian McCaffrey QB Caleb Williams RB Bijan Robinson RB Aaron Jones Sr. TE Michael Mayer WR Luther Burden III WR Jordan Addison WR Kalif Raymond,,,
10382,5263874176,JeepGirl512,0,88.520004,DST Buccaneers  FLEX Aaron Jones Sr. QB Caleb Williams RB Derrick Henry RB Chuba Hubbard TE Michael Mayer WR Justin Jefferson WR Jalen Coker WR Jakobi Meyers,,,
10385,5260088783,DLAW49,0,88.420006,DST Buccaneers  FLEX Chris Godwin Jr. QB Caleb Williams RB Javonte Williams RB Aaron Jones Sr. TE Mark Andrews WR Justin Jefferson WR Luther Burden III WR Rashod Bateman,,,
10385,5261660685,JAYSCARDS (1/10),0,88.420006,DST 49ers  FLEX Javonte Williams QB Caleb Williams RB Derrick Henry RB David Montgomery TE Michael Mayer WR Emeka Egbuka WR Jalen Coker WR Devaughn Vele,,,
10385,5261667400,JAYSCARDS (2/10),0,88.420006,DST 49ers  FLEX Javonte Williams QB Caleb Williams RB Derrick Henry RB David Montgomery TE Michael Mayer WR Emeka Egbuka WR Jalen Coker WR Devaughn Vele,,,
10385,5261667432,JAYSCARDS (3/10),0,88.420006,DST 49ers  FLEX Javonte Williams QB Caleb Williams RB Derrick Henry RB David Montgomery TE Michael Mayer WR Emeka Egbuka WR Jalen Coker WR Devaughn Vele,,,
10385,5261671339,JAYSCARDS (4/10),0,88.420006,DST 49ers  FLEX Javonte Williams QB Caleb Williams RB Derrick Henry RB David Montgomery TE Michael Mayer WR Emeka Egbuka WR Jalen Coker WR Devaughn Vele,,,
10385,5261671362,JAYSCARDS (5/10),0,88.420006,DST 49ers  FLEX Javonte Williams QB Caleb Williams RB Derrick Henry RB David Montgomery TE Michael Mayer WR Emeka Egbuka WR Jalen Coker WR Devaughn Vele,,,
10385,5261671481,JAYSCARDS (6/10),0,88.420006,DST 49ers  FLEX Javonte Williams QB Caleb Williams RB Derrick Henry RB David Montgomery TE Michael Mayer WR Emeka Egbuka WR Jalen Coker WR Devaughn Vele,,,
10385,5261674607,JAYSCARDS (7/10),0,88.420006,DST 49ers  FLEX Javonte Williams QB Caleb Williams RB Derrick Henry RB David Montgomery TE Michael Mayer WR Emeka Egbuka WR Jalen Coker WR Devaughn Vele,,,
10385,5261674644,JAYSCARDS (8/10),0,88.420006,DST 49ers  FLEX Javonte Williams QB Caleb Williams RB Derrick Henry RB David Montgomery TE Michael Mayer WR Emeka Egbuka WR Jalen Coker WR Devaughn Vele,,,
10385,5261674655,JAYSCARDS (9/10),0,88.420006,DST 49ers  FLEX Javonte Williams QB Caleb Williams RB Derrick Henry RB David Montgomery TE Michael Mayer WR Emeka Egbuka WR Jalen Coker WR Devaughn Vele,,,
10385,5261674685,JAYSCARDS (10/10),0,88.420006,DST 49ers  FLEX Javonte Williams QB Caleb Williams RB Derrick Henry RB David Montgomery TE Michael Mayer WR Emeka Egbuka WR Jalen Coker WR Devaughn Vele,,,
10396,5263543717,haltron (3/3),0,88.380005,DST Jaguars  FLEX Tyler Allgeier QB Joe Burrow RB Breece Hall RB Bucky Irving TE Trey McBride WR Emeka Egbuka WR Rome Odunze WR Quentin Johnston,,,
10397,5263394708,All23PA,0,88.35999,DST Steelers  FLEX Derrick Henry QB Trevor Lawrence RB Bucky Irving RB Kyle Monangai TE Dallas Goedert WR Emeka Egbuka WR Parker Washington WR Luther Burden III,,,
10398,5263853251,0001 (3/7),0,88.34,DST Buccaneers  FLEX Derrick Henry QB Jayden Daniels RB Bijan Robinson RB Christian McCaffrey TE John Bates WR Deebo Samuel Sr. WR Terry McLaurin WR Xavier Hutchinson,,,
10399,5259935728,Ced757,0,88.32,DST Steelers  FLEX Bijan Robinson QB Caleb Williams RB Derrick Henry RB Ashton Jeanty TE Mike Gesicki WR Deebo Samuel Sr. WR Jalen Coker WR Devaughn Vele,,,
10399,5261127558,AllBoston,0,88.32,DST Steelers  FLEX Justin Jefferson QB Caleb Williams RB Derrick Henry RB D'Andre Swift TE Dallas Goedert WR Deebo Samuel Sr. WR Jalen Coker WR Kalif Raymond,,,
10399,5261461770,jbrown3058,0,88.32,DST Buccaneers  FLEX Kaelon Black QB Caleb Williams RB Bijan Robinson RB Bucky Irving TE Michael Mayer WR Chris Olave WR Christian Watson WR Kalif Raymond,,,
10399,5263169998,qccowboys571,0,88.32,DST Buccaneers  FLEX Javonte Williams QB Caleb Williams RB De'Von Achane RB Bucky Irving TE Juwan Johnson WR Emeka Egbuka WR Garrett Wilson WR Kayshon Boutte,,,
10403,5263839860,saints381982,0,88.3,DST Browns  FLEX Saquon Barkley QB Jacoby Brissett RB D'Andre Swift RB Bucky Irving TE Trey McBride WR Emeka Egbuka WR DK Metcalf WR Matthew Golden,,,
10404,5260929115,GastonGodoy,0,88.28,DST Jaguars  FLEX Romeo Doubs QB Baker Mayfield RB Bijan Robinson RB David Montgomery TE Juwan Johnson WR George Pickens WR Tee Higgins WR Drake London,,,
10404,5263814903,Mahomeboy6 (1/3),0,88.28,DST Cowboys  FLEX Mike Evans QB Geno Smith RB Derrick Henry RB David Montgomery TE Kyle Pitts Sr. WR George Pickens WR Christian Watson WR Romeo Doubs,,,
10404,5263816941,Mahomeboy6 (2/3),0,88.28,DST Cowboys  FLEX Mike Evans QB Geno Smith RB Derrick Henry RB David Montgomery TE Kyle Pitts Sr. WR George Pickens WR Christian Watson WR Romeo Doubs,,,
10404,5263828370,Mahomeboy6 (3/3),0,88.28,DST Cowboys  FLEX Mike Evans QB Geno Smith RB Derrick Henry RB David Montgomery TE Kyle Pitts Sr. WR George Pickens WR Christian Watson WR Romeo Doubs,,,
10408,5262082922,bvig (1/2),0,88.259995,DST Browns  FLEX Saquon Barkley QB Jalen Hurts RB Derrick Henry RB D'Andre Swift TE Evan Engram WR Christian Watson WR Luther Burden III WR Deebo Samuel Sr.,,,
10409,5262763618,SRedd321 (2/2),0,88.22,DST Patriots  FLEX Chase Brown QB Caleb Williams RB David Montgomery RB Javonte Williams TE Hunter Henry WR Emeka Egbuka WR Luther Burden III WR Devaughn Vele,,,
10410,5262378064,Cartertd,0,88.2,DST Jets  FLEX Mike Gesicki QB Lamar Jackson RB Bijan Robinson RB Derrick Henry TE Trey McBride WR Mike Evans WR Antonio Williams WR Devontez Walker,,,
10411,5263832475,ButterDeezNutz89 (2/2),0,88.18001,DST Jaguars  FLEX Ashton Jeanty QB Baker Mayfield RB Derrick Henry RB D'Andre Swift TE Dallas Goedert WR Emeka Egbuka WR Michael Wilson WR Jalen Coker,,,
10411,5259535523,Sorgi14 (2/4),0,88.17999,DST Seahawks  FLEX Saquon Barkley QB Brock Purdy RB Kenny Gainwell RB J.K. Dobbins TE Mike Gesicki WR Mike Evans WR Christian Watson WR Tetairoa McMillan,,,
10413,5260173973,kdavis,0,88.16,DST Ravens  FLEX Antonio Williams QB Jalen Hurts RB Derrick Henry RB Bucky Irving TE Dallas Goedert WR Christian Watson WR Drake London WR Deebo Samuel Sr.,,,
10414,5257433331,intriguetc,0,88.12,DST Saints  FLEX Tucker Kraft QB Caleb Williams RB D'Andre Swift RB Bucky Irving TE Dallas Goedert WR Chris Olave WR Emeka Egbuka WR DK Metcalf,,,
10414,5262781417,MNSTP,0,88.12,DST 49ers  FLEX Saquon Barkley QB Caleb Williams RB Derrick Henry RB Aaron Jones Sr. TE Pat Freiermuth WR Justin Jefferson WR Jalen Coker WR Xavier Hutchinson,,,
10414,5257060411,TheBear1985,0,88.119995,DST Broncos  FLEX Jaylen Waddle QB Bo Nix RB Jeremiyah Love RB Jacory Croskey-Merritt TE Kyle Pitts Sr. WR Justin Jefferson WR Drake London WR Terry McLaurin,,,
10414,5263835572,queenof13,0,88.119995,DST Eagles  FLEX Saquon Barkley QB Carson Wentz RB Derrick Henry RB Aaron Jones Sr. TE Michael Mayer WR Mike Evans WR Christian Watson WR Parker Washington,,,
10418,5263542914,dragonkingjg,0,88.08,DST Raiders  FLEX Kaytron Allen QB Baker Mayfield RB Derrick Henry RB David Montgomery TE Colston Loveland WR Emeka Egbuka WR George Pickens WR Parker Washington,,,
10419,5260329277,jsngwn3117,0,87.98,DST Buccaneers  FLEX Emeka Egbuka QB Baker Mayfield RB Christian McCaffrey RB Ashton Jeanty TE Kenyon Sadiq WR Chris Godwin Jr. WR Rome Odunze WR Matthew Golden,,,
10420,5260056123,greasydawg4,0,87.920006,DST Jets  FLEX Derrick Henry QB Caleb Williams RB Bijan Robinson RB Kaelon Black TE Pat Freiermuth WR Justin Jefferson WR Jalen Coker WR Devaughn Vele,,,
10420,5260142111,tonyrobot,0,87.920006,DST Eagles  FLEX Ashton Jeanty QB Carson Wentz RB Bijan Robinson RB Derrick Henry TE Michael Mayer WR Justin Jefferson WR Rashod Bateman WR Caleb Douglas,,,
10420,5260434421,sadclown0123 (1/3),0,87.92,DST Titans  FLEX Terry McLaurin QB Carson Wentz RB Bijan Robinson RB David Montgomery TE Dalton Schultz WR Justin Jefferson WR Mike Evans WR Luther Burden III,,,
10420,5260443917,sadclown0123 (2/3),0,87.92,DST Titans  FLEX Terry McLaurin QB Carson Wentz RB Bijan Robinson RB David Montgomery TE Dalton Schultz WR Justin Jefferson WR Mike Evans WR Luther Burden III,,,
10424,5263802803,kgalanek,0,87.86,DST Texans  FLEX Dallas Goedert QB Trevor Lawrence RB Breece Hall RB Bucky Irving TE Juwan Johnson WR Justin Jefferson WR Emeka Egbuka WR Garrett Wilson,,,
10425,5258047199,caballerol2013 (8/10),0,87.82,DST Browns  FLEX Terry McLaurin QB Carson Wentz RB Bijan Robinson RB Bhayshul Tuten TE T.J. Hockenson WR Justin Jefferson WR Chris Olave WR Luther Burden III,,,
10426,5260235331,RJS2015,0,87.8,DST Seahawks  FLEX Garrett Wilson QB Lamar Jackson RB Bijan Robinson RB Kyle Monangai TE Mike Gesicki WR Mike Evans WR Jalen Coker WR Antonio Williams,,,
10426,5263294863,dmro,0,87.799995,DST 49ers  FLEX Breece Hall QB Lamar Jackson RB David Montgomery RB Bucky Irving TE Dallas Goedert WR Tetairoa McMillan WR Luther Burden III WR Xavier Hutchinson,,,
10428,5262773969,Brucrew24 (4/10),0,87.78001,DST Patriots  FLEX Wan'Dale Robinson QB Brock Purdy RB Bijan Robinson RB Saquon Barkley TE Michael Mayer WR Mike Evans WR Luther Burden III WR Quentin Johnston,,,
